"","Year","Area","Street","Street.2"
"4008",2012,"","Springhill Winson Green","Springhill Winson Green"
"4009",2012,"","ST Johns Walk","ST Johns Walk"
"4010",2012,"","St Martins Church  Bullring"," St Martins Church, Bullring"
"4011",2012,"","St Martins Church  Bullring"," St Martins Church, Bullring"
"4012",2012,"","St martins queensway","St martins queensway"
"4013",2012,"","St Martins Square  City Centre"," St Martins Square, City Centre"
"4014",2012,"","St Phillips cathedral","St Phillips cathedral"
"4015",2012,"","St Phillips Churchyard  Temple Row"," St Phillips Churchyard, Temple Row"
"4016",2012,"","star city","star city"
"4017",2012,"","Star City  Birmingham"," Star City, Birmingham"
"4018",2012,"","Stealhouse lane","Stealhouse lane"
"4019",2012,"","Steelhouse Lane","Steelhouse Lane"
"4020",2012,"","Steelhouse Lane","Steelhouse Lane"
"4021",2012,"","Steelhouse Lane City Centre","Steelhouse Lane City Centre"
"4022",2012,"","Steelhouse Lane Police Station","Steelhouse Lane Police Station"
"4023",2012,"","Suffolk Str. Queensway  City Centre"," Suffolk Str. Queensway, City Centre"
"4024",2012,"","Summer Row  Birmingham"," Summer Row, Birmingham"
"4025",2012,"","Summer Row  Birmingham"," Summer Row, Birmingham"
"4026",2012,"","Summer Row City centre"," Summer Row,City centre"
"4027",2012,"","Tanhouse fish bar","Tanhouse fish bar"
"4028",2012,"","Tescos  Aston"," Tescos, Aston"
"4029",2012,"","Tescos  New Str."," Tescos, New Str."
"4030",2012,"","Tew Park Road Handsworth","Tew Park Road Handsworth"
"4031",2012,"","The Arcadian Centre","The Arcadian Centre"
"4032",2012,"","The Bullring"," The Bullring,"
"4033",2012,"","The Review Bar  Arcadian  Birmingham"," The Review Bar, Arcadian, Birmingham"
"4034",2012,"","thimblemill Road  smethwick"," thimblemill Road, smethwick"
"4035",2012,"","Three Shires Oak Road  Bearwood"," Three Shires Oak Road, Bearwood"
"4036",2012,"","Union Passage","Union Passage"
"4037",2012,"","Union Str.  City Centre"," Union Str., City Centre"
"4038",2012,"","Upper Bull St O S Priory Court","Upper Bull St O/S Priory Court"
"4039",2012,"","upper dean st","upper dean st"
"4040",2012,"","Upper Dean Str.  Birmingham"," Upper Dean Str., Birmingham"
"4041",2012,"","Vauxhall Road  Neachells"," Vauxhall Road, Neachells"
"4042",2012,"","Vauxhall Road  Neachells"," Vauxhall Road, Neachells"
"4043",2012,"","Vicarage Road handsworth"," Vicarage Road,handsworth"
"4044",2012,"","Vicarge Road  Edgbaston"," Vicarge Road, Edgbaston"
"4045",2012,"","Victoria Square","Victoria Square"
"4046",2012,"","Victoria Square","Victoria Square"
"4047",2012,"","Victoria Square","Victoria Square"
"4048",2012,"","Victoria Square Step  Birmingham"," Victoria Square Step, Birmingham"
"4049",2012,"","Victoria Square  City Centre","Victoria Square. City Centre."
"4050",2012,"","Villa Road Lozells"," Villa Road,Lozells"
"4051",2012,"","wallface  west bromwich"," wallface, west bromwich"
"4052",2012,"","Waters Str.","Waters Str."
"4053",2012,"","Waverhill Park  Handsworth"," Waverhill Park, Handsworth"
"4054",2012,"","Waverly Hill Park","Waverly Hill Park"
"4055",2012,"","Wellington Crescent  Handsworth  Birmingham"," Wellington Crescent, Handsworth, Birmingham"
"4056",2012,"","West Avenue  Handsworth Wood"," West Avenue, Handsworth Wood"
"4057",2012,"","whitmore st","whitmore st"
"4058",2012,"","Whitmore Str.  Bordesley Green"," Whitmore Str., Bordesley Green"
"4059",2012,"","whitomore st","whitomore st"
"4060",2012,"","Willes Road","Willes Road"
"4061",2012,"","Winson St","Winson St"
"4062",2012,"","Winson St","Winson St"
"4063",2012,"","Witton Lodge Road  Erdington"," Witton Lodge Road, Erdington"
"4064",2012,"","Wright Str. Small heath"," Wright Str.,Small heath"
"4065",2012,"","wrottesley st","wrottesley st"
"4066",2012,"Coventry","gosford st","gosford st"
"4067",2012,"","Albany ph","Albany ph"
"4068",2012,"","Allard Way  Coventry"," Allard Way, Coventry"
"4069",2012,"","Allesley Old Rd  Coventry"," Allesley Old Rd ,Coventry."
"4070",2012,"","allton Road","allton Road"
"4071",2012,"","Ansty Road","Ansty Road"
"4072",2012,"","Arena Park   Coventry"," Arena Park , Coventry."
"4073",2012,"","beake avneue","beake avneue"
"4074",2012,"","beake avneue","beake avneue"
"4075",2012,"","beake avneue","beake avneue"
"4076",2012,"","Bedlam Lane","Bedlam Lane"
"4077",2012,"","bedlam Road","bedlam Road"
"4078",2012,"","birmingham international","birmingham international"
"4079",2012,"","Birmingham International Railway Station","Birmingham International Railway Station"
"4080",2012,"","Blackberry Lane","Blackberry Lane"
"4081",2012,"","bowers close","bowers close"
"4082",2012,"","Britannia Hotel","Britannia Hotel"
"4083",2012,"","bRoad park Road","bRoad park Road"
"4084",2012,"","BRoadgate","BRoadgate"
"4085",2012,"","Calcott House  Chace Avenue  Coventry"," Calcott House, Chace Avenue, Coventry"
"4086",2012,"","Car park arena park","Car park arena park"
"4087",2012,"","Carmelite Road","Carmelite Road"
"4088",2012,"","Chace Avenue Police Staion  Front Office"," Chace Avenue Police Staion, Front Office."
"4089",2012,"","clay lane","clay lane"
"4090",2012,"","concourse sky dome","concourse sky dome"
"4091",2012,"","Corporation Str.","Corporation Str."
"4092",2012,"","Corporation Str.","Corporation Str."
"4093",2012,"","corporation Str.","corporation Str."
"4094",2012,"","Corporation Str.","Corporation Str."
"4095",2012,"","Coundon Wedge drive Coventry","Coundon Wedge drive Coventry"
"4096",2012,"","coventry central police station","coventry central police station"
"4097",2012,"","coventry central police station","coventry central police station"
"4098",2012,"","coventry oak PH","coventry oak PH"
"4099",2012,"","cox st Coventry","cox st Coventry"
"4100",2012,"","Croft Road","Croft Road"
"4101",2012,"","Croft Road","Croft Road"
"4102",2012,"","croft Road coventry","croft Road coventry"
"4103",2012,"","Cross Cheaping","Cross Cheaping"
"4104",2012,"","CVFO","CVFO"
"4105",2012,"","CVFO","CVFO"
"4106",2012,"","CVFO","CVFO"
"4107",2012,"","CVFO","CVFO"
"4108",2012,"","denham avenue","denham avenue"
"4109",2012,"","Earlsdon Str.","Earlsdon Str."
"4110",2012,"","elliman gardens","elliman gardens"
"4111",2012,"","Ellys Road  Radford"," Ellys Road ,Radford."
"4112",2012,"","Far Gosford Str.","Far Gosford Str."
"4113",2012,"","Far Gosford Str.","Far Gosford Str."
"4114",2012,"","flying standard","flying standard"
"4115",2012,"","Flying standard  Trinity Str.  Coventry"," Flying standard, Trinity Str., Coventry"
"4116",2012,"","Foleshill Rd","Foleshill Rd"
"4117",2012,"","Foleshill Road","Foleshill Road"
"4118",2012,"","foleshill Road","foleshill Road"
"4119",2012,"","Foleshill Road  Coventry"," Foleshill Road, Coventry"
"4120",2012,"","front office","front office"
"4121",2012,"","front office","front office"
"4122",2012,"","Front Office Car Park  Little park St  Coventry"," Front Office Car Park ,Little park St ,Coventry."
"4123",2012,"","Front Office  Little Park St   Coventry"," Front Office, Little Park St , Coventry"
"4124",2012,"","gosford Str.","gosford Str."
"4125",2012,"","Gosford Str.","Gosford Str."
"4126",2012,"","Gosford Str.  Coventry"," Gosford Str., Coventry"
"4127",2012,"","Grangemouth Road","Grangemouth Road"
"4128",2012,"","hale Str.","hale Str."
"4129",2012,"","HALE STREET","HALE STREET"
"4130",2012,"","Hales Str.","Hales Str."
"4131",2012,"","hales Str.","hales Str."
"4132",2012,"","hampton Road Coventry","hampton Road Coventry"
"4133",2012,"","Harnall Lane West   Coventry"," Harnall Lane West , Coventry."
"4134",2012,"","harnell lane east","harnell lane east"
"4135",2012,"","harnell lane east","harnell lane east"
"4136",2012,"","harper Road  coventry"," harper Road, coventry"
"4137",2012,"","harper Road  coventry"," harper Road, coventry"
"4138",2012,"","Heath Road","Heath Road"
"4139",2012,"","Hersal common","Hersal common"
"4140",2012,"","Hertford Str.","Hertford Str."
"4141",2012,"","hollybush PH","hollybush PH"
"4142",2012,"","hollybush PH","hollybush PH"
"4143",2012,"","Holyhead Road  Coventry"," Holyhead Road, Coventry."
"4144",2012,"","Homer Road","Homer Road"
"4145",2012,"","jardine crescent","jardine crescent"
"4146",2012,"","Jordan well","Jordan well"
"4147",2012,"","jtn 5 coventry ring Road","jtn 5 coventry ring Road"
"4148",2012,"","Jubilee Crescent","Jubilee Crescent"
"4149",2012,"","Kasbah","Kasbah"
"4150",2012,"","Kasbah Night Club  Coventry"," Kasbah Night Club, Coventry"
"4151",2012,"","Kenilworth Rd  Coventry"," Kenilworth Rd ,Coventry."
"4152",2012,"","king william Str.  coventry"," king william Str., coventry"
"4153",2012,"","little park st","little park st"
"4154",2012,"","Little Park St  Coventry"," Little Park St ,Coventry."
"4155",2012,"","Little Park Str.","Little Park Str."
"4156",2012,"","Little Park Str.","Little Park Str."
"4157",2012,"","Little Park Str.","Little Park Str."
"4158",2012,"","Little Park Str.","Little Park Str."
"4159",2012,"","little park Str.  city centre"," little park Str., city centre"
"4160",2012,"","longford","longford"
"4161",2012,"","Longford Road","Longford Road"
"4162",2012,"","Lower Ford Str.","Lower Ford Str."
"4163",2012,"","Lower Ford Str.","Lower Ford Str."
"4164",2012,"","Lower Holyhead Road  Coventry"," Lower Holyhead Road, Coventry."
"4165",2012,"","Lyndale Road","Lyndale Road"
"4166",2012,"","ma front office","ma front office"
"4167",2012,"","MAFO","MAFO"
"4168",2012,"","MAFO","MAFO"
"4169",2012,"","Market Way   Coventry"," Market Way , Coventry."
"4170",2012,"","Marlcroft","Marlcroft"
"4171",2012,"","Masser Road","Masser Road"
"4172",2012,"","Masser Road","Masser Road"
"4173",2012,"","Masser Road","Masser Road"
"4174",2012,"","Masser Road","Masser Road"
"4175",2012,"","Masser Road","Masser Road"
"4176",2012,"","MB front office","MB front office"
"4177",2012,"","MCFO","MCFO"
"4178",2012,"","Meadow St","Meadow St"
"4179",2012,"","Middlemarch Road","Middlemarch Road"
"4180",2012,"","Middlemarch Road  Radford  Coventry"," Middlemarch Road ,Radford ,Coventry."
"4181",2012,"","mile lane","mile lane"
"4182",2012,"","mile lane","mile lane"
"4183",2012,"","Millennium Place","Millennium Place"
"4184",2012,"","Moore Str.","Moore Str."
"4185",2012,"","murray Road","murray Road"
"4186",2012,"","new union Str.","new union Str."
"4187",2012,"","new union Str.","new union Str."
"4188",2012,"","New Union Str.","New Union Str."
"4189",2012,"","Outside CVFO","Outside CVFO"
"4190",2012,"","Oxford Str.  Coventry"," Oxford Str., Coventry"
"4191",2012,"","penny park lane","penny park lane"
"4192",2012,"","Pensilva Close  Hillfields"," Pensilva Close, Hillfields"
"4193",2012,"","Pool Meadow Bus Station","Pool Meadow Bus Station"
"4194",2012,"","pool meadow bus station","pool meadow bus station"
"4195",2012,"","pool meadow bus station","pool meadow bus station"
"4196",2012,"","Pool Meadow Bus Station   Coventry"," Pool Meadow Bus Station , Coventry."
"4197",2012,"","Pool Meadow Bus Station","Pool Meadow Bus Station."
"4198",2012,"","Pool Meadow Police Station  Coventry"," Pool Meadow Police Station, Coventry"
"4199",2012,"","primrose hill st Coventry","primrose hill st Coventry"
"4200",2012,"","Primrose Hill Str.","Primrose Hill Str."
"4201",2012,"","Primrose Hill Str.","Primrose Hill Str."
"4202",2012,"","primrose hill Str.","primrose hill Str."
"4203",2012,"","Priory Hall","Priory Hall"
"4204",2012,"","Quarry Wood Grove","Quarry Wood Grove"
"4205",2012,"","Quinton Road","Quinton Road"
"4206",2012,"","raglan Str.","raglan Str."
"4207",2012,"","Ramada hotel","Ramada hotel"
"4208",2012,"","Rear of Clique  Hale Str."," Rear of Clique, Hale Str."
"4209",2012,"","Rear Yard  Coventry Central Police Station"," Rear Yard, Coventry Central Police Station"
"4210",2012,"","Ricoh Arena","Ricoh Arena"
"4211",2012,"","Ricoh Arena","Ricoh Arena"
"4212",2012,"","riley square","riley square"
"4213",2012,"","ringway queens","ringway queens"
"4214",2012,"","Roseberry Avenue  Coventry"," Roseberry Avenue, Coventry"
"4215",2012,"","Samuel Vale House  St Nicholas Str."," Samuel Vale House, St Nicholas Str."
"4216",2012,"","Samuel Vale House  St Nicholas Str."," Samuel Vale House, St Nicholas Str."
"4217",2012,"","Sewall Highway","Sewall Highway"
"4218",2012,"","Sewell Highway","Sewell Highway"
"4219",2012,"","sky dome","sky dome"
"4220",2012,"","sky dome","sky dome"
"4221",2012,"","sky dome","sky dome"
"4222",2012,"","sky dome","sky dome"
"4223",2012,"","sky dome","sky dome"
"4224",2012,"","Sky Dome","Sky Dome"
"4225",2012,"","Sky Dome  Coventry"," Sky Dome, Coventry"
"4226",2012,"","Skydome","Skydome"
"4227",2012,"","Skydome","Skydome"
"4228",2012,"","Skydome","Skydome"
"4229",2012,"","Skydome carpark","Skydome carpark"
"4230",2012,"","Skydome carpark","Skydome carpark"
"4231",2012,"","Skydome carpark","Skydome carpark"
"4232",2012,"","Skydome Complex","Skydome Complex"
"4233",2012,"","Skydome Complex","Skydome Complex"
"4234",2012,"","skydome complex","skydome complex"
"4235",2012,"","skydome complex","skydome complex"
"4236",2012,"","Skydome concourse","Skydome concourse"
"4237",2012,"","Skydome Concourse","Skydome Concourse"
"4238",2012,"","Skydome concourse","Skydome concourse"
"4239",2012,"","Skydome Concourse","Skydome Concourse"
"4240",2012,"","skydome concourse","skydome concourse"
"4241",2012,"","skydome concourse","skydome concourse"
"4242",2012,"","Skydome concourse","Skydome concourse"
"4243",2012,"","Skydome Concourse  Coventry"," Skydome Concourse ,Coventry."
"4244",2012,"","Skydome Concourse  Coventry"," Skydome Concourse ,Coventry."
"4245",2012,"","Skydome concourse  Coventry city centre"," Skydome concourse, Coventry city centre"
"4246",2012,"","Skydome Concourse  Coventry"," Skydome Concourse, Coventry."
"4247",2012,"","Skydome concourse","Skydome concourse."
"4248",2012,"","skydome Coventry","skydome Coventry"
"4249",2012,"","Somerset Road","Somerset Road"
"4250",2012,"","spon st Coventry","spon st Coventry"
"4251",2012,"","Spon Str.","Spon Str."
"4252",2012,"","Spon Str.","Spon Str."
"4253",2012,"","Spon Str.","Spon Str."
"4254",2012,"","Spon Str.","Spon Str."
"4255",2012,"","spon Str.","spon Str."
"4256",2012,"","Spon Str.   Coventry"," Spon Str. , Coventry."
"4257",2012,"","Spon Str.  Coventry"," Spon Str., Coventry"
"4258",2012,"","Spon Str.  Coventry"," Spon Str., Coventry"
"4259",2012,"","Spon Str.  Coventry"," Spon Str., Coventry"
"4260",2012,"","St Patricks Road","St Patricks Road"
"4261",2012,"","st thomas Road  longford  coventry"," st thomas Road, longford, coventry"
"4262",2012,"","Station Square  Coventry"," Station Square, Coventry"
"4263",2012,"","Station Square  Coventry"," Station Square, Coventry"
"4264",2012,"","Station Square  Coventry"," Station Square, Coventry"
"4265",2012,"","Stoney  Stanton rd","Stoney  Stanton rd"
"4266",2012,"","stoney stanton Road","stoney stanton Road"
"4267",2012,"","stoney stanton Road","stoney stanton Road"
"4268",2012,"","stoney stanton Road","stoney stanton Road"
"4269",2012,"","stoney stanton Road","stoney stanton Road"
"4270",2012,"","stoney stanton Road","stoney stanton Road"
"4271",2012,"","tamworth Road","tamworth Road"
"4272",2012,"","Tanyard Close  Tanyard Farm  Coventry"," Tanyard Close ,Tanyard Farm ,Coventry."
"4273",2012,"","Tarquin Close","Tarquin Close"
"4274",2012,"","Taxi rank train station coventry","Taxi rank train station coventry"
"4275",2012,"","The Burges","The Burges"
"4276",2012,"","The Burgess","The Burgess"
"4277",2012,"","The Burgess","The Burgess"
"4278",2012,"","The Butts","The Butts"
"4279",2012,"","The Castle Pub  Little Park St  Coventry"," The Castle Pub, Little Park St ,Coventry."
"4280",2012,"","The Chesils","The Chesils"
"4281",2012,"","The Flying Standard Public House","The Flying Standard Public House"
"4282",2012,"","The Grapes ph o s","The Grapes ph o/s"
"4283",2012,"","Trafalgar  House","Trafalgar  House"
"4284",2012,"","Trinity St","Trinity St"
"4285",2012,"","Trinity Str.","Trinity Str."
"4286",2012,"","Trinity Str.","Trinity Str."
"4287",2012,"","Trinity Str.","Trinity Str."
"4288",2012,"","UHCW","UHCW"
"4289",2012,"","University hospital","University hospital"
"4290",2012,"","University Hospital Coventry","University Hospital Coventry"
"4291",2012,"","Unniversity Hospital  Coventry"," Unniversity Hospital, Coventry"
"4292",2012,"","Upper Spon Str.","Upper Spon Str."
"4293",2012,"","Victoria Str.","Victoria Str."
"4294",2012,"","Wallace Rd","Wallace Rd"
"4295",2012,"","Walsgrave Hospital","Walsgrave Hospital."
"4296",2012,"","walsgrave Rd","walsgrave Rd"
"4297",2012,"","Walsgrave Road","Walsgrave Road"
"4298",2012,"","Warwick Rd","Warwick Rd"
"4299",2012,"","warwick row coventry","warwick row coventry"
"4300",2012,"","West Avenue","West Avenue"
"4301",2012,"","wILLENHALL laNE","wILLENHALL laNE"
"4302",2012,"","wILLENHALL laNE","wILLENHALL laNE"
"4303",2012,"","Windsor St","Windsor St"
"4304",2012,"","Windsor St","Windsor St"
"4305",2012,"","Winsor Str.","Winsor Str."
"4306",2012,"","Woodway Lane  Coventry"," Woodway Lane ,Coventry."
"4307",2012,"","Wyken Croft","Wyken Croft"
"4308",2012,"","Yardley Str.","Yardley Str."
"4309",2012,"Dudley","Hagley Road  Halesowen","Hagley Road  Halesowen"
"4310",2012,"","Bachelor Close","Bachelor Close"
"4311",2012,"","Bearwood Road   Bearwood"," Bearwood Road , Bearwood"
"4312",2012,"","Bell St  Stourbridge"," Bell St, Stourbridge"
"4313",2012,"","bhan Road"," bhan Road,"
"4314",2012,"","BHPS Front Office","BHPS Front Office"
"4315",2012,"","Birmingham New Road","Birmingham New Road"
"4316",2012,"","Birmingham Str.  Stourbridge"," Birmingham Str., Stourbridge"
"4317",2012,"","Birmingham Str.  Stourbridge"," Birmingham Str., Stourbridge"
"4318",2012,"","Bridfgnorth Road  Stourbridge"," Bridfgnorth Road, Stourbridge"
"4319",2012,"","Brierley Hill High Str.","Brierley Hill High Str."
"4320",2012,"","Bus station Dudley","Bus station Dudley"
"4321",2012,"","Bus station  Merry Hill Centre"," Bus station, Merry Hill Centre"
"4322",2012,"","Castle Hill  Dudley"," Castle Hill, Dudley"
"4323",2012,"","Castle Hill  Dudley"," Castle Hill, Dudley"
"4324",2012,"","Charles Ave","Charles Ave"
"4325",2012,"","Church St  B hill"," Church St, B hill"
"4326",2012,"","Church St  Stourbridge"," Church St, Stourbridge"
"4327",2012,"","Cinder Bank Dudley","Cinder Bank Dudley"
"4328",2012,"","Clifton PH Sedgley","Clifton PH Sedgley"
"4329",2012,"","clydesdale tower","clydesdale tower"
"4330",2012,"","Cobden Str.","Cobden Str."
"4331",2012,"","Corbett Crescent Stourbridge","Corbett Crescent Stourbridge"
"4332",2012,"","coventry Str.","coventry Str."
"4333",2012,"","Delph Rd  B Hill"," Delph Rd, B Hill"
"4334",2012,"","dingle Road dudley","dingle Road dudley"
"4335",2012,"","Dudley Bus station","Dudley Bus station"
"4336",2012,"","dudley high Str.","dudley high Str."
"4337",2012,"","Dudley police station","Dudley police station"
"4338",2012,"","Envill Str.   Stourbridge"," Envill Str. , Stourbridge"
"4339",2012,"","Enville Str. Stourbridge","Enville Str. Stourbridge"
"4340",2012,"","front office brierley hill police station","front office brierley hill police station"
"4341",2012,"","Gaimage Str.","Gaimage Str."
"4342",2012,"","hagley Road","hagley Road"
"4343",2012,"","Hagley Road Stourbridge","Hagley Road Stourbridge"
"4344",2012,"","Halesowen bus station","Halesowen bus station"
"4345",2012,"","Halesowen bus station","Halesowen bus station"
"4346",2012,"","Halesowen police station","Halesowen police station"
"4347",2012,"","Hall Str. Dudley","Hall Str. Dudley"
"4348",2012,"","harvester  hagley Road"," harvester, hagley Road"
"4349",2012,"","High  Str.   Brierley Hill"," High  Str. , Brierley Hill"
"4350",2012,"","high st bhill","high st bhill"
"4351",2012,"","High St Dudley","High St Dudley"
"4352",2012,"","high st stourbridge","high st stourbridge"
"4353",2012,"","high st stourbridge","high st stourbridge"
"4354",2012,"","High St  B Hill"," High St, B Hill"
"4355",2012,"","High St  Lye"," High St, Lye"
"4356",2012,"","High St  Stourbridge"," High St, Stourbridge"
"4357",2012,"","High St  Stourbridge"," High St, Stourbridge"
"4358",2012,"","High St  Stourbridge"," High St, Stourbridge"
"4359",2012,"","High St  Stourbridge"," High St, Stourbridge"
"4360",2012,"","High St  Stourbridge"," High St, Stourbridge"
"4361",2012,"","High St  Stourbridge"," High St, Stourbridge"
"4362",2012,"","High St  Stourbridge"," High St, Stourbridge"
"4363",2012,"","High St  Stourbridge"," High St, Stourbridge"
"4364",2012,"","high Str.","high Str."
"4365",2012,"","high Str.","high Str."
"4366",2012,"","High Str.","High Str."
"4367",2012,"","High Str.","High Str."
"4368",2012,"","High Str.","High Str."
"4369",2012,"","HIgh Str.   Stourbridge"," HIgh Str. , Stourbridge"
"4370",2012,"","High Str.   Stourbridge"," High Str. , Stourbridge"
"4371",2012,"","High Str.   Stourbridge"," High Str. , Stourbridge"
"4372",2012,"","High Str. Brierley Hill","High Str. Brierley Hill"
"4373",2012,"","high Str. brierley hill","high Str. brierley hill"
"4374",2012,"","high Str. brierley hill","high Str. brierley hill"
"4375",2012,"","High Str. stourbridge","High Str. stourbridge"
"4376",2012,"","high Str. stourbridge","high Str. stourbridge"
"4377",2012,"","high Str. stourbridge","high Str. stourbridge"
"4378",2012,"","High Str. Stourbridge","High Str. Stourbridge"
"4379",2012,"","High Str. Stourbridge","High Str. Stourbridge"
"4380",2012,"","High Str.  Dudley"," High Str., Dudley"
"4381",2012,"","High Str.  Lye"," High Str., Lye"
"4382",2012,"","High Str.  Lye"," High Str., Lye."
"4383",2012,"","High Str.  Stourbridge"," High Str., Stourbridge"
"4384",2012,"","High Str.  Stourbridge"," High Str., Stourbridge"
"4385",2012,"","High Str.  Stourbridge"," High Str., Stourbridge"
"4386",2012,"","High Str.  Stourbridge"," High Str., Stourbridge"
"4387",2012,"","Highland Road  Dudley"," Highland Road, Dudley"
"4388",2012,"","Hill Str.  Brierley Hill"," Hill Str., Brierley Hill"
"4389",2012,"","Hillside Rd","Hillside Rd"
"4390",2012,"","Home address","Home address"
"4391",2012,"","Level Str.   Brierley hill"," Level Str. , Brierley hill"
"4392",2012,"","lye high Str.","lye high Str."
"4393",2012,"","Malvern Crescent","Malvern Crescent"
"4394",2012,"","Market St  Kford"," Market St, Kford"
"4395",2012,"","merry hill","merry hill"
"4396",2012,"","New St","New St"
"4397",2012,"","new st dudley","new st dudley"
"4398",2012,"","new st dudley","new st dudley"
"4399",2012,"","New Str.  Dudley"," New Str., Dudley"
"4400",2012,"","North Str.  Dudley"," North Str., Dudley"
"4401",2012,"","Norton Road","Norton Road"
"4402",2012,"","Oakfield Road Wollescote","Oakfield Road Wollescote"
"4403",2012,"","OS BHPS","OS BHPS"
"4404",2012,"","overend rd","overend rd"
"4405",2012,"","park Road netherton","park Road netherton"
"4406",2012,"","Pedmore Road Lye"," Pedmore Road,Lye"
"4407",2012,"","Quarry Bank High Str.","Quarry Bank High Str."
"4408",2012,"","queens way halesowen","queens way halesowen"
"4409",2012,"","Springfield Rd  Blackheath"," Springfield Rd, Blackheath"
"4410",2012,"","St Michaels Str. West Bromwich","St Michaels Str. West Bromwich"
"4411",2012,"","Stourbridge High ST","Stourbridge High ST"
"4412",2012,"","Stourbridge high Str.","Stourbridge high Str."
"4413",2012,"","stourbridge high Str.","stourbridge high Str."
"4414",2012,"","Stourbridge High Str.","Stourbridge High Str."
"4415",2012,"","stourbridge high Str.","stourbridge high Str."
"4416",2012,"","Stourbridge High Str.","Stourbridge High Str."
"4417",2012,"","Stourbridge town centre","Stourbridge town centre"
"4418",2012,"","sunderland drive amblecote","sunderland drive amblecote"
"4419",2012,"","sunderland drive amblecote","sunderland drive amblecote"
"4420",2012,"","sunderland drive amblecote","sunderland drive amblecote"
"4421",2012,"","sunderland drive amblecote","sunderland drive amblecote"
"4422",2012,"","The Forge  Cradley Heath"," The Forge, Cradley Heath"
"4423",2012,"","Tower st  Dudley"," Tower st, Dudley"
"4424",2012,"","Tower Str.  Dudley"," Tower Str., Dudley"
"4425",2012,"","Trident centre  Dudley"," Trident centre, Dudley"
"4426",2012,"","Wolverhampton Str. Dudley","Wolverhampton Str. Dudley"
"4427",2012,"","Worcester St  Stourbridge"," Worcester St, Stourbridge"
"4428",2012,"","Worcester St  Stourbridge"," Worcester St, Stourbridge"
"4429",2012,"","Worcester St  Stourbridge"," Worcester St, Stourbridge"
"4430",2012,"","Worcester St  Stourbridge"," Worcester St, Stourbridge"
"4431",2012,"","Worcester St  Stourbridge"," Worcester St, Stourbridge"
"4432",2012,"Solihull","Anchor Lane","Anchor Lane"
"4433",2012,"","Apres Solihull Town Centre","Apres Solihull Town Centre"
"4434",2012,"","Aspen Dr CWTC","Aspen Dr CWTC"
"4435",2012,"","Bham International","Bham International"
"4436",2012,"","Bham International","Bham International"
"4437",2012,"","BHX","BHX"
"4438",2012,"","BHX","BHX"
"4439",2012,"","bhx","bhx"
"4440",2012,"","BHX        Terminal 1","BHX Â‰Ã›Âê Terminal 1"
"4441",2012,"","Birch Croft","Birch Croft"
"4442",2012,"","birmingham airport","birmingham airport"
"4443",2012,"","Birmingham International  Airport","Birmingham International  Airport"
"4444",2012,"","Blossomfield Road  Solihull"," Blossomfield Road, Solihull"
"4445",2012,"","Boldmere Gate","Boldmere Gate"
"4446",2012,"","bosworth drive","bosworth drive"
"4447",2012,"","bp warwick rd olton","bp warwick rd olton"
"4448",2012,"","Bradford Road  Castle Brom"," Bradford Road, Castle Brom"
"4449",2012,"","burges","burges"
"4450",2012,"","burges","burges"
"4451",2012,"","Campden Green","Campden Green"
"4452",2012,"","chapelhouse rd","chapelhouse rd"
"4453",2012,"","chester rd","chester rd"
"4454",2012,"","chester rd","chester rd"
"4455",2012,"","chester rd","chester rd"
"4456",2012,"","Chester Road  Castlebromwich"," Chester Road, Castlebromwich"
"4457",2012,"","chester Road  kingshurst"," chester Road, kingshurst"
"4458",2012,"","Churchill Road  Solihull"," Churchill Road, Solihull"
"4459",2012,"","Clopton Crescent","Clopton Crescent"
"4460",2012,"","Clopton Crescent","Clopton Crescent"
"4461",2012,"","cooks lane  chelmsley wood"," cooks lane, chelmsley wood"
"4462",2012,"","drury lane","drury lane"
"4463",2012,"","Drury Lane  Solihull"," Drury Lane ,Solihull."
"4464",2012,"","Farthings PH   Green Lane","Farthings PH   Green Lane"
"4465",2012,"","Forth Drive  Chelmsley Wood"," Forth Drive, Chelmsley Wood"
"4466",2012,"","glebe Road  solihull"," glebe Road, solihull"
"4467",2012,"","Green lane   Shirley"," Green lane , Shirley"
"4468",2012,"","Greville Pub  Solihull  Birmingham"," Greville Pub, Solihull, Birmingham"
"4469",2012,"","harvester pub solihull","harvester pub solihull"
"4470",2012,"","heaton rd solihull","heaton rd solihull"
"4471",2012,"","helmsford Drive","helmsford Drive"
"4472",2012,"","Helmswood Drive","Helmswood Drive"
"4473",2012,"","High St Knowle","High St Knowle"
"4474",2012,"","high st solihull","high st solihull"
"4475",2012,"","high st solihull","high st solihull"
"4476",2012,"","High St Solihull","High St Solihull"
"4477",2012,"","High St Solihull","High St Solihull"
"4478",2012,"","High St  Solihull"," High St, Solihull"
"4479",2012,"","high st  solihull"," high st, solihull"
"4480",2012,"","High St  Solihull"," High St, Solihull"
"4481",2012,"","High Str.","High Str."
"4482",2012,"","High Str.","High Str."
"4483",2012,"","High Str.","High Str."
"4484",2012,"","High Str.","High Str."
"4485",2012,"","High Str.","High Str."
"4486",2012,"","High Str.  OS Hogs Head","High Str.  OS Hogs Head"
"4487",2012,"","High Str.   Solihull"," High Str. , Solihull"
"4488",2012,"","High Str. Solihull","High Str. Solihull"
"4489",2012,"","High Str. Solihull","High Str. Solihull"
"4490",2012,"","High Str. Solihull","High Str. Solihull"
